"data_all_energy","energy_people","energy_experiments"
4037.2479684543,"p2","e9"
3892.01529783954,"p2","e9"
3807.29679826488,"p2","e9"
3933.44883660133,"p2","e9"
3776.75892338736,"p2","e9"
3891.45117419787,"p2","e9"
3883.90473250846,"p2","e9"
3815.900807955,"p2","e9"
3676.31772671054,"p3","e9"
3450.99537556663,"p3","e9"
4239.83551191977,"p3","e9"
3711.75034748412,"p3","e9"
4051.74205074811,"p3","e9"
4237.34689120985,"p3","e9"
3768.11550904813,"p3","e9"
3973.11660264682,"p3","e9"
3749.4647617876,"p3","e9"
3615.87345459593,"p3","e9"
4136.60643085605,"p4","e9"
3930.12232012425,"p4","e9"
3991.02893103136,"p4","e9"
3854.89528676096,"p4","e9"
3929.43949791623,"p4","e9"
3875.96909319063,"p4","e9"
3967.47742593615,"p4","e9"
4048.71262129861,"p4","e9"
3472.1691088653,"p4","e9"
3927.88877058737,"p4","e9"
4237.72123308546,"p5","e9"
3747.56029925492,"p5","e9"
3940.60886336558,"p5","e9"
3750.54838201913,"p5","e9"
3944.0187198552,"p5","e9"
3864.15666679838,"p5","e9"
3779.67701213088,"p5","e9"
3614.17927232098,"p5","e9"
3912.03733293313,"p5","e9"
3844.27111406258,"p5","e9"
3905.23266180694,"p6","e9"
3823.12439789701,"p6","e9"
3863.02680716767,"p6","e9"
4370.67830136367,"p6","e9"
3774.89173624098,"p6","e9"
4092.52543738359,"p6","e9"
3978.3464332317,"p6","e9"
3948.96053842133,"p6","e9"
3789.57487286909,"p6","e9"
3949.63202926894,"p6","e9"
4066.18279082795,"p7","e9"
4100.21118656073,"p7","e9"
4012.720855589,"p7","e9"
4033.15648817526,"p7","e9"
3644.84310014763,"p7","e9"
4009.1057770313,"p7","e9"
4030.1417476019,"p7","e9"
4021.23802739903,"p7","e9"
4170.75541116518,"p7","e9"
4015.4948391633,"p7","e9"
4115.84810655069,"p8","e9"
3668.40818785826,"p8","e9"
4071.65224139333,"p8","e9"
3786.1237145666,"p8","e9"
3510.87219585338,"p8","e9"
3818.9218596873,"p8","e9"
3739.24821041373,"p8","e9"
3740.66373903496,"p8","e9"
4004.85770903149,"p8","e9"
3628.06260522474,"p8","e9"
4289.50493848979,"p9","e9"
4175.73052968762,"p9","e9"
4092.50377016358,"p9","e9"
4079.54898373307,"p9","e9"
4099.21714062149,"p9","e9"
4055.29962464697,"p9","e9"
3824.51470388817,"p9","e9"
3950.55519251251,"p9","e9"
3903.46810239001,"p9","e9"
3983.09813777556,"p9","e9"
4040.18727428169,"p10","e9"
3843.61234543503,"p10","e9"
3550.38353954424,"p10","e9"
3772.0162865589,"p10","e9"
3895.44740084021,"p10","e9"
4089.81514123475,"p10","e9"
3900.24801031285,"p10","e9"
3792.82930269014,"p10","e9"
3753.19744369624,"p10","e9"
4015.71868156795,"p10","e9"
3794.98448232061,"p1","e10"
3780.17206862787,"p1","e10"
3501.49079246795,"p1","e10"
3365.68311127682,"p1","e10"
3573.88949265402,"p1","e10"
3536.96649189105,"p1","e10"
3493.75594047702,"p1","e10"
3510.52068609977,"p1","e10"
3571.20353825412,"p1","e10"
3683.67710349629,"p1","e10"
3337.73953585173,"p2","e10"
3660.80662335243,"p2","e10"
3457.12210975581,"p2","e10"
3542.87994192336,"p2","e10"
3577.71089186256,"p2","e10"
3517.1911403338,"p2","e10"
3661.45878560185,"p2","e10"
3628.25536365305,"p2","e10"
3572.98290312656,"p2","e10"
3532.48572983425,"p2","e10"
3912.53043820835,"p3","e10"
3728.00204336973,"p3","e10"
3717.2178683963,"p3","e10"
3338.97074390975,"p3","e10"
3387.95963543939,"p3","e10"
3849.30304788654,"p3","e10"
3474.55060583077,"p3","e10"
3670.30151902721,"p3","e10"
3726.17788373436,"p3","e10"
3231.38645290896,"p3","e10"
3563.77783036602,"p4","e10"
3360.3873217534,"p4","e10"
3540.29722064802,"p4","e10"
3466.87522753658,"p4","e10"
3556.76324010294,"p4","e10"
3478.97733161968,"p4","e10"
3427.98004998183,"p4","e10"
3594.72527116904,"p4","e10"
3038.70958818935,"p4","e10"
3561.2463231342,"p4","e10"
3998.82702495884,"p5","e10"
3763.30728447997,"p5","e10"
3799.44558737681,"p5","e10"
3814.89476481847,"p5","e10"
3469.82247448155,"p5","e10"
3500.097041631,"p5","e10"
3516.51144924794,"p5","e10"
3434.19832839213,"p5","e10"
3724.07825085851,"p5","e10"
3408.44294906268,"p5","e10"
3909.85861185006,"p6","e10"
3726.99874615028,"p6","e10"
3603.75007913123,"p6","e10"
3847.23386116267,"p6","e10"
3672.09448687943,"p6","e10"
3900.80868781436,"p6","e10"
3815.19965368302,"p6","e10"
3632.24034583568,"p6","e10"
3764.62125498208,"p6","e10"
3784.43205024984,"p6","e10"
3457.87643787473,"p7","e10"
3568.76452940102,"p7","e10"
3250.95382925634,"p7","e10"
3663.6852739004,"p7","e10"
3798.91263849144,"p7","e10"
3458.71382766972,"p7","e10"
3345.16220889635,"p7","e10"
3482.20468872121,"p7","e10"
3686.96266103995,"p7","e10"
3221.04284048764,"p7","e10"
3406.07341998776,"p8","e10"
3316.26822326557,"p8","e10"
3470.35622717945,"p8","e10"
3436.80224527802,"p8","e10"
3658.47828433508,"p8","e10"
3743.75732757367,"p8","e10"
3490.18379433277,"p8","e10"
3595.17188571232,"p8","e10"
3799.98718691091,"p8","e10"
3632.47673758828,"p8","e10"
3977.41762506639,"p9","e10"
3890.13792551674,"p9","e10"
3943.66695700607,"p9","e10"
4229.14639109543,"p9","e10"
3577.8137538191,"p9","e10"
3771.29840830706,"p9","e10"
3652.44586096564,"p9","e10"
3781.02859471845,"p9","e10"
3961.97838361038,"p9","e10"
3718.22573406795,"p9","e10"
3622.57519572922,"p10","e10"
3670.54854277592,"p10","e10"
3309.64574351395,"p10","e10"
3577.30428198339,"p10","e10"
3652.43459492325,"p10","e10"
3706.51972433539,"p10","e10"
3715.58571306427,"p10","e10"
3629.417074189,"p10","e10"
3605.20170478417,"p10","e10"
3834.50688149166,"p10","e10"
4044.6862058621,"p1","e11"
3837.32514378689,"p1","e11"
3581.84530542503,"p1","e11"
3891.48645735805,"p1","e11"
3774.77678520008,"p1","e11"
3668.68980050144,"p1","e11"
3451.57133792993,"p1","e11"
3469.93970292443,"p1","e11"
3710.8187034493,"p1","e11"
3822.01311955242,"p1","e11"
3729.04288323151,"p2","e11"
4074.11231059386,"p2","e11"
3915.06758857067,"p2","e11"
3827.83598925559,"p2","e11"
3925.24662185893,"p2","e11"
3774.17172700969,"p2","e11"
3839.14909526185,"p2","e11"
3769.69171722682,"p2","e11"
4007.64182196395,"p2","e11"
3758.09274838201,"p2","e11"
4026.23585900506,"p3","e11"
3976.17377520412,"p3","e11"
3681.69488009496,"p3","e11"
3617.13211187308,"p3","e11"
3557.32578768296,"p3","e11"
3444.43263165023,"p3","e11"
3743.6077264496,"p3","e11"
3877.10245156199,"p3","e11"
3472.75327881915,"p3","e11"
3633.56193909033,"p3","e11"
3883.483325417,"p4","e11"
3775.26772606131,"p4","e11"
3780.43525348402,"p4","e11"
3853.33706832908,"p4","e11"
3538.15495805706,"p4","e11"
3789.53529479422,"p4","e11"
3681.75935064119,"p4","e11"
3727.48397724178,"p4","e11"
3877.6573256432,"p4","e11"
3962.48764592607,"p4","e11"
4163.72380035053,"p5","e11"
3853.97681514311,"p5","e11"
3963.48706834106,"p5","e11"
3743.98171302343,"p5","e11"
3886.3328605379,"p5","e11"
3614.3023041011,"p5","e11"
3766.34789007267,"p5","e11"
3723.80759448879,"p5","e11"
3632.33309711398,"p5","e11"
3921.72773430383,"p5","e11"
3642.26150695459,"p6","e11"
3959.83260805316,"p6","e11"
3861.98531344264,"p6","e11"
3843.47903848745,"p6","e11"
4036.42321275337,"p6","e11"
3957.71994469126,"p6","e11"
3836.94832722654,"p6","e11"
3858.41896457575,"p6","e11"
3949.47940418164,"p6","e11"
3659.89389526285,"p6","e11"
3841.70022103497,"p7","e11"
3812.5586955906,"p7","e11"
4046.04100626519,"p7","e11"
3696.71480532914,"p7","e11"
4044.31695143609,"p7","e11"
3761.10481360156,"p7","e11"
3899.44856840415,"p7","e11"
3869.66209329539,"p7","e11"
3974.33620091867,"p7","e11"
3891.22479400463,"p7","e11"
4201.13196272126,"p8","e11"
3832.21698875397,"p8","e11"
3870.82697369918,"p8","e11"
3559.65074147832,"p8","e11"
3400.16495466527,"p8","e11"
3683.71011692108,"p8","e11"
3794.85030788552,"p8","e11"
3462.38420095171,"p8","e11"
3876.86961818273,"p8","e11"
3776.27805288667,"p8","e11"
3944.07188291682,"p9","e11"
3760.22871006656,"p9","e11"
3882.7236722799,"p9","e11"
3842.35316623786,"p9","e11"
3889.42716165496,"p9","e11"
3805.4904482877,"p9","e11"
4055.62810883978,"p9","e11"
3612.28263646602,"p9","e11"
3813.95032553899,"p9","e11"
3498.10497260467,"p9","e11"
3674.53866838031,"p10","e11"
3528.50930441775,"p10","e11"
3798.04815453902,"p10","e11"
3849.90350941062,"p10","e11"
3937.93257471497,"p10","e11"
3723.7939893604,"p10","e11"
3858.40562085583,"p10","e11"
3689.32196987277,"p10","e11"
3895.92724754454,"p10","e11"
3852.19405675325,"p10","e11"
3864.98454197849,"p1","e12"
3916.53401661339,"p1","e12"
3889.05370213327,"p1","e12"
4017.30492387098,"p1","e12"
3857.08072230752,"p1","e12"
3849.55330926144,"p1","e12"
3972.23352874946,"p1","e12"
3780.35098889695,"p1","e12"
3915.58642912565,"p1","e12"
3760.30072987203,"p1","e12"
3886.43332811821,"p2","e12"
3874.91428879149,"p2","e12"
3998.44254839947,"p2","e12"
4312.75468950169,"p2","e12"
4213.33142310282,"p2","e12"
4170.49630159352,"p2","e12"
3964.99006715377,"p2","e12"
4055.38596705164,"p2","e12"
4119.4626922651,"p2","e12"
3936.03257864162,"p2","e12"
3184.24944363353,"p3","e12"
3838.92088274011,"p3","e12"
3854.3301082289,"p3","e12"
3693.45454499674,"p3","e12"
3938.08861867418,"p3","e12"
3934.60147349742,"p3","e12"
3818.79807364352,"p3","e12"
4099.52302786354,"p3","e12"
4055.74651755188,"p3","e12"
4104.97245589883,"p3","e12"
4079.33722928479,"p4","e12"
4262.93361123014,"p4","e12"
4409.78898068163,"p4","e12"
3954.85652877463,"p4","e12"
3994.29059676436,"p4","e12"
4022.69510755312,"p4","e12"
3964.45043264726,"p4","e12"
3857.31821819643,"p4","e12"
3813.69785118885,"p4","e12"
4059.25936021941,"p4","e12"
4219.22628956064,"p5","e12"
3998.43325690526,"p5","e12"
4097.41141042453,"p5","e12"
3930.14276471644,"p5","e12"
3980.9384233886,"p5","e12"
3934.60384560417,"p5","e12"
4025.16365526159,"p5","e12"
3910.96083245032,"p5","e12"
3914.12116130765,"p5","e12"
4332.12247902187,"p5","e12"
4181.57774324163,"p6","e12"
4148.13641015413,"p6","e12"
3999.16485451175,"p6","e12"
4248.03754618849,"p6","e12"
4274.50455998661,"p6","e12"
4097.80616306979,"p6","e12"
4027.20164321156,"p6","e12"
4118.03163555684,"p6","e12"
4097.06083783392,"p6","e12"
3830.43701363535,"p6","e12"
3769.72291544971,"p7","e12"
4082.35008821014,"p7","e12"
4130.94103640967,"p7","e12"
4054.1832509249,"p7","e12"
4195.08745260158,"p7","e12"
3740.44004745379,"p7","e12"
3872.29240237245,"p7","e12"
4190.53130472257,"p7","e12"
3980.52086964379,"p7","e12"
4117.27142022535,"p7","e12"
3841.59218704871,"p8","e12"
3930.27781460724,"p8","e12"
3845.06580669128,"p8","e12"
4038.38545659793,"p8","e12"
3864.22852111898,"p8","e12"
4093.9844362893,"p8","e12"
3951.38901187992,"p8","e12"
3997.87838512385,"p8","e12"
3963.1700460243,"p8","e12"
3749.64018293101,"p8","e12"
4400.24015818885,"p9","e12"
4080.12693995066,"p9","e12"
4075.056871743,"p9","e12"
4163.72362460163,"p9","e12"
4130.10998733613,"p9","e12"
3985.27114377427,"p9","e12"
4341.33086627021,"p9","e12"
3953.04720257712,"p9","e12"
4086.72574349837,"p9","e12"
4027.40399670577,"p9","e12"
4128.95215366628,"p10","e12"
4052.12803629499,"p10","e12"
3786.69245306654,"p10","e12"
3987.24527878846,"p10","e12"
3973.44425671757,"p10","e12"
3797.27371063411,"p10","e12"
3987.37026938044,"p10","e12"
4103.48140086019,"p10","e12"
3983.30481253994,"p10","e12"
3928.05205360478,"p10","e12"
3650.94320984317,"p1","e13"
3858.93793977444,"p1","e13"
3569.58134687484,"p1","e13"
3578.84376990192,"p1","e13"
3427.82434595768,"p1","e13"
3554.17389552837,"p1","e13"
3622.54313895986,"p1","e13"
3639.23562399362,"p1","e13"
3695.85575163613,"p1","e13"
3553.53668599221,"p1","e13"
3571.90703531994,"p2","e13"
3596.24748987543,"p2","e13"
3660.07445986871,"p2","e13"
3853.19449628613,"p2","e13"
3702.42055777784,"p2","e13"
3421.01330006645,"p2","e13"
3585.47900638149,"p2","e13"
3541.291069464,"p2","e13"
3634.66619082786,"p2","e13"
3415.80727277149,"p2","e13"
3513.36751577463,"p3","e13"
4139.97809321924,"p3","e13"
3867.17252883804,"p3","e13"
3788.12949781951,"p3","e13"
3352.05382659123,"p3","e13"
3677.42598348908,"p3","e13"
3287.44641529093,"p3","e13"
3543.22085744487,"p3","e13"
3842.29664110853,"p3","e13"
3589.18008689173,"p3","e13"
3761.70251439657,"p4","e13"
3548.31670377858,"p4","e13"
3617.53859800563,"p4","e13"
3500.92963991208,"p4","e13"
3570.57856740763,"p4","e13"
3605.18278664899,"p4","e13"
3676.12946177332,"p4","e13"
3342.32244285431,"p4","e13"
3728.33417827929,"p4","e13"
3631.01350525009,"p4","e13"
3808.46047118882,"p5","e13"
3928.96201870915,"p5","e13"
3952.14176450285,"p5","e13"
3836.57443720945,"p5","e13"
3807.860048075,"p5","e13"
3645.68367237984,"p5","e13"
3690.4212117248,"p5","e13"
3775.66997702464,"p5","e13"
3503.65624477969,"p5","e13"
3465.35819509652,"p5","e13"
4002.10204682187,"p6","e13"
3762.82168140045,"p6","e13"
3627.05124414026,"p6","e13"
3805.40885253812,"p6","e13"
3801.96512860585,"p6","e13"
3854.74165983674,"p6","e13"
3962.02763718384,"p6","e13"
3797.19594875943,"p6","e13"
3687.01839193074,"p6","e13"
3779.31088471706,"p6","e13"
3720.58880773407,"p7","e13"
3705.89819368652,"p7","e13"
3658.89292057698,"p7","e13"
3827.90452536404,"p7","e13"
3534.47242970526,"p7","e13"
3671.8779386672,"p7","e13"
3798.44815727437,"p7","e13"
3857.97748579451,"p7","e13"
3567.29696477878,"p7","e13"
3655.96561804321,"p7","e13"
3863.93723485374,"p8","e13"
3598.5945898986,"p8","e13"
3919.10872083133,"p8","e13"
3772.74179344803,"p8","e13"
3581.82776642775,"p8","e13"
3448.71186296813,"p8","e13"
3671.66256559162,"p8","e13"
4019.47813493899,"p8","e13"
3515.67467136127,"p8","e13"
3570.09785583715,"p8","e13"
3956.59610991434,"p9","e13"
3908.64939049774,"p9","e13"
3663.46325460283,"p9","e13"
4037.16686977759,"p9","e13"
3858.94236960238,"p9","e13"
3740.45839673267,"p9","e13"
3742.65461525868,"p9","e13"
3690.01285439462,"p9","e13"
3849.95295911994,"p9","e13"
3739.67863234443,"p9","e13"
3742.71637041179,"p10","e13"
3481.88197828286,"p10","e13"
3382.55867302314,"p10","e13"
3499.76652066804,"p10","e13"
3812.08563272991,"p10","e13"
3502.19060814636,"p10","e13"
3586.46935283772,"p10","e13"
3786.46118287101,"p10","e13"
3777.49862820416,"p10","e13"
3620.25417438009,"p10","e13"
3861.5090693118,"p1","e14"
3824.56952578961,"p1","e14"
4016.70497966438,"p1","e14"
3960.36969875942,"p1","e14"
3524.36228142888,"p1","e14"
3644.91758067604,"p1","e14"
3682.37138210211,"p1","e14"
3681.78165290082,"p1","e14"
4172.05149005081,"p1","e14"
3633.06123622421,"p1","e14"
3705.76390331024,"p2","e14"
3991.85679938909,"p2","e14"
4010.10912830518,"p2","e14"
4085.18987407791,"p2","e14"
3872.86726154192,"p2","e14"
3944.41182746974,"p2","e14"
3893.36834462874,"p2","e14"
3852.1481938111,"p2","e14"
3922.81214424828,"p2","e14"
3811.87278967254,"p2","e14"
3766.02614398596,"p3","e14"
3751.03333523028,"p3","e14"
3755.07073107001,"p3","e14"
3788.25210231044,"p3","e14"
3440.25240597276,"p3","e14"
3948.28032456821,"p3","e14"
4054.45930994559,"p3","e14"
4219.32230033311,"p3","e14"
4130.81125138736,"p3","e14"
3913.87048851282,"p3","e14"
3703.64752473896,"p4","e14"
3878.3126438499,"p4","e14"
3728.74706387359,"p4","e14"
3775.7598730146,"p4","e14"
3891.65457125439,"p4","e14"
3743.12323671757,"p4","e14"
3825.51277295114,"p4","e14"
3629.60880609903,"p4","e14"
3643.60877655908,"p4","e14"
3971.83155302863,"p4","e14"
4071.43323898633,"p5","e14"
4115.67621178396,"p5","e14"
4023.80926265049,"p5","e14"
3742.4589929081,"p5","e14"
3870.12492108059,"p5","e14"
3688.79282926533,"p5","e14"
4152.93979962843,"p5","e14"
4264.18959422514,"p5","e14"
3862.74976580231,"p5","e14"
3831.26969345837,"p5","e14"
3948.20728057569,"p6","e14"
4068.80259126376,"p6","e14"
3738.56740322633,"p6","e14"
4110.19714327079,"p6","e14"
3869.71323641452,"p6","e14"
3684.4847676677,"p6","e14"
3889.22310541884,"p6","e14"
3936.80339849943,"p6","e14"
4294.45851114586,"p6","e14"
3888.62135706309,"p6","e14"
4198.59987673007,"p7","e14"
3955.92978590307,"p7","e14"
4050.83773530951,"p7","e14"
4045.95860911184,"p7","e14"
3992.65784786025,"p7","e14"
4082.26481024383,"p7","e14"
4107.78957299448,"p7","e14"
3979.30703261151,"p7","e14"
3885.36558421964,"p7","e14"
3851.66776140402,"p7","e14"
3880.32320983104,"p8","e14"
3992.32194984533,"p8","e14"
4164.24164226045,"p8","e14"
3908.57227739128,"p8","e14"
4076.10868558353,"p8","e14"
3875.60581885057,"p8","e14"
4139.04633241233,"p8","e14"
3956.20416357041,"p8","e14"
3683.52664350695,"p8","e14"
3576.76713667334,"p8","e14"
4225.98805977344,"p9","e14"
4364.4884696094,"p9","e14"
3910.33439509852,"p9","e14"
4044.09334772693,"p9","e14"
3783.52146251026,"p9","e14"
3773.31112456934,"p9","e14"
3744.73314567661,"p9","e14"
3875.9814117761,"p9","e14"
3460.68876702328,"p9","e14"
4047.23339739554,"p9","e14"
3948.87955156088,"p10","e14"
3759.04935158065,"p10","e14"
3904.75113684251,"p10","e14"
3853.58310371326,"p10","e14"
3690.22355101784,"p10","e14"
3903.67446340813,"p10","e14"
3963.94491218767,"p10","e14"
3705.4789137141,"p10","e14"
4035.07021005776,"p10","e14"
3947.36692929585,"p10","e14"
4061.70335532736,"p1","e15"
4109.31582095851,"p1","e15"
4131.13071208674,"p1","e15"
3968.89583285261,"p1","e15"
3781.54752225585,"p1","e15"
3971.99735314582,"p1","e15"
3866.43835787228,"p1","e15"
3854.00764211065,"p1","e15"
3946.68424734527,"p1","e15"
3983.72491714241,"p1","e15"
4369.04632311546,"p2","e15"
4512.27628022231,"p2","e15"
4381.80321623017,"p2","e15"
4219.89790905874,"p2","e15"
4307.88635836574,"p2","e15"
4079.18299646946,"p2","e15"
4178.48017024128,"p2","e15"
4069.28289786961,"p2","e15"
4015.07193020499,"p2","e15"
4124.9583180951,"p2","e15"
3960.92705139617,"p3","e15"
4012.30762044368,"p3","e15"
4111.77328742295,"p3","e15"
4067.91533717737,"p3","e15"
4030.15595531539,"p3","e15"
4119.38473969834,"p3","e15"
3923.00587654821,"p3","e15"
3992.30712886742,"p3","e15"
4103.43728680479,"p3","e15"
3829.82598803913,"p3","e15"
4235.53766870117,"p4","e15"
4331.91874457481,"p4","e15"
4129.91075599383,"p4","e15"
4084.98904404178,"p4","e15"
4201.90354667991,"p4","e15"
4181.14911333575,"p4","e15"
4112.84708496724,"p4","e15"
4023.51204145052,"p4","e15"
3976.72113330395,"p4","e15"
4070.89571631879,"p4","e15"
4373.31934995529,"p5","e15"
4530.07943726185,"p5","e15"
4107.60230633273,"p5","e15"
4264.22782848913,"p5","e15"
4139.60382237669,"p5","e15"
4005.94968613973,"p5","e15"
4067.17710469233,"p5","e15"
4206.76874321692,"p5","e15"
3997.95377934126,"p5","e15"
4247.98020752375,"p5","e15"
4303.69182087213,"p6","e15"
4165.41242965407,"p6","e15"
3972.02950776605,"p6","e15"
4135.12592177101,"p6","e15"
4372.54553727561,"p6","e15"
4344.15757741474,"p6","e15"
4321.69324006231,"p6","e15"
4122.80854754141,"p6","e15"
4285.99730520571,"p6","e15"
4033.38562934826,"p6","e15"
4271.95903369741,"p7","e15"
4042.58780975197,"p7","e15"
4237.83876365022,"p7","e15"
3958.43980369913,"p7","e15"
4250.01374776453,"p7","e15"
4203.85077509238,"p7","e15"
4265.31428879604,"p7","e15"
4141.11220879828,"p7","e15"
4192.8118308337,"p7","e15"
4113.84829203101,"p7","e15"
4578.76686200541,"p8","e15"
4503.44008383028,"p8","e15"
4256.0182505806,"p8","e15"
4187.29764327541,"p8","e15"
3727.41221301061,"p8","e15"
4318.45406673541,"p8","e15"
3887.96632944196,"p8","e15"
4116.53006458321,"p8","e15"
4229.84525555661,"p8","e15"
4067.09864804431,"p8","e15"
4405.08334709063,"p9","e15"
4136.84159286172,"p9","e15"
4315.52048864092,"p9","e15"
4275.91341426922,"p9","e15"
4041.359180388,"p9","e15"
4107.94111040822,"p9","e15"
4225.90297229108,"p9","e15"
3849.52777163289,"p9","e15"
4284.44526183194,"p9","e15"
3943.22284471987,"p9","e15"
4220.6381927734,"p10","e15"
4210.54867279656,"p10","e15"
3804.45775822936,"p10","e15"
4015.88841596543,"p10","e15"
3965.46020757577,"p10","e15"
4096.25640900326,"p10","e15"
4184.89858605122,"p10","e15"
4311.52214958459,"p10","e15"
3936.95398851886,"p10","e15"
4206.49590703636,"p10","e15"
3253.59463478648,"p1","e16"
3378.51629364459,"p1","e16"
3711.37707678122,"p1","e16"
3356.93279570567,"p1","e16"
3303.82965000697,"p1","e16"
3336.31797226456,"p1","e16"
3575.97422943173,"p1","e16"
3267.13766460343,"p1","e16"
3323.91085392645,"p1","e16"
3672.88736845911,"p1","e16"
3214.2974308389,"p2","e16"
3593.83227290599,"p2","e16"
3334.84000308121,"p2","e16"
3463.48506336906,"p2","e16"
3218.28167678782,"p2","e16"
3482.57038242726,"p2","e16"
3350.73636395038,"p2","e16"
3004.2863542121,"p2","e16"
3148.68555766167,"p2","e16"
3229.27115640854,"p2","e16"
3465.97595727831,"p3","e16"
3511.9762516036,"p3","e16"
3782.2541849556,"p3","e16"
3348.85820929472,"p3","e16"
3485.13997298073,"p3","e16"
3356.43988680013,"p3","e16"
3254.03228531807,"p3","e16"
3334.23438889571,"p3","e16"
3353.30712256677,"p3","e16"
3264.2243321917,"p3","e16"
3582.78172743272,"p4","e16"
3444.88726211167,"p4","e16"
3605.79910943513,"p4","e16"
3387.90331684439,"p4","e16"
3544.52793894739,"p4","e16"
3339.83579346048,"p4","e16"
3430.38405695784,"p4","e16"
3326.82045719599,"p4","e16"
3414.87828822988,"p4","e16"
3591.43072672123,"p4","e16"
3645.99784671737,"p5","e16"
3466.33978835731,"p5","e16"
3454.90989025872,"p5","e16"
3262.48426092964,"p5","e16"
3356.80323563744,"p5","e16"
3443.20338620068,"p5","e16"
3205.25562280156,"p5","e16"
3222.80433458083,"p5","e16"
3307.39917168683,"p5","e16"
3398.22327547506,"p5","e16"
3514.00372378124,"p6","e16"
3446.76559194341,"p6","e16"
3346.33534611568,"p6","e16"
3034.99943702879,"p6","e16"
3516.53784105211,"p6","e16"
3432.11134427653,"p6","e16"
3390.50623827705,"p6","e16"
3264.20987561472,"p6","e16"
3182.46378715071,"p6","e16"
3290.16553044072,"p6","e16"
3164.05980247162,"p7","e16"
3413.96801014082,"p7","e16"
3441.64089349126,"p7","e16"
3485.33652144284,"p7","e16"
3362.46668909753,"p7","e16"
3239.20901679198,"p7","e16"
3299.65446494463,"p7","e16"
3156.06149107835,"p7","e16"
3384.75454414085,"p7","e16"
3186.76778485659,"p7","e16"
3289.6183032083,"p8","e16"
3140.05514322951,"p8","e16"
3592.50787060632,"p8","e16"
3436.93514261878,"p8","e16"
3374.5377224178,"p8","e16"
3522.14550942214,"p8","e16"
3308.32044963099,"p8","e16"
3438.05479248292,"p8","e16"
3312.88737486268,"p8","e16"
3135.37291139481,"p8","e16"
3622.87711257328,"p9","e16"
3790.39887839432,"p9","e16"
3778.2067441844,"p9","e16"
3755.13413911999,"p9","e16"
3238.20859536435,"p9","e16"
3510.19918948603,"p9","e16"
3448.85095534169,"p9","e16"
3427.85867212409,"p9","e16"
3572.93791945998,"p9","e16"
3667.66964017201,"p9","e16"
3470.0222960232,"p10","e16"
3390.89318266464,"p10","e16"
3497.31198888209,"p10","e16"
3337.14047027377,"p10","e16"
3253.63918439637,"p10","e16"
3256.16617008594,"p10","e16"
3365.6931138462,"p10","e16"
3679.09691977295,"p10","e16"
3290.16508364721,"p10","e16"
3354.74644996331,"p10","e16"
